,names,fandoms,ratings,warnings,relationships,freeforms,words,chapters,comments,characters,collections,kudos,bookmarks
72,Melody From Another World,Naruto,Teen And Up Audiences,No Archive Warnings Apply,"Dai-nana-han | Team 7 (Naruto) & Original Female Character(s), Hatake Kakashi/Original Female Character(s)/Umino Iruka, ","Self-Insert, Fix-It, Team as Family, Families of Choice, Polyamory, Polyamorous Character, Original Character(s), Original Character-centric, Alternate Universe - Canon Divergence, Other Additional Tags to Be Added, POV Original Female Character, Explicit Language, POV First Person, Fluff and Angst, Self-Esteem Issues, Self-Loathing, Isekai OC, ",<generator object Tag._all_strings at 0x000001EB1E49E6D0>,94,1457,"Original Female Character(s), Original Male Character(s), Uzumaki Naruto, Uchiha Sasuke, Haruno Sakura, Hatake Kakashi, Umino Iruka, Rock Lee, Maito Gai | Might Guy, Gaara (Naruto), Nara Shikamaru, Inuzuka Kiba, Hyuuga Hinata, Hyuuga Neji, Shiranui Genma, ",2,2029,684
73,Marriage Law Rejection Letters,Harry Potter - Fandom,Teen And Up Audiences,"Choose Not To Use Archive Warnings, No Archive Warnings Apply","Harry Potter various characters, Harry Potter Gang and various charcters, ","Created with the help of various authors. More letters are always welcome., Ministry of Magic bashing, Ginny Bashing, Marriage Law bashing, Alternate Universe - Canon Divergence, Multiple Crossovers, Alternate Universe - Gender Changes, Crossover Pairings, Alternate Universe - Arranged Marriage, Marriage Law Challenge, Rejection, Girl-Who-Lived (Harry Potter), Harry Potter Does What He Wants (Harry Potter), Crossovers & Fandom Fusions, Cross-Posted on FanFiction.Net, ",<generator object Tag._all_strings at 0x000001EB1E49E740>,366,605,"Hermione Granger, Draco Malfoy, Neville Longbottom, Luna Lovegood, Nymphadora Tonks, Male Harry Potter - Character, Female Harry Potter - Character, Original Female Character(s), Bill Weasley, Ginny Weasley, Pansy Parkinson, Vincent Crabbe, Gregory Goyle, Ron Weasley, Arthur Weasley, Nicolas Flamel, Pernelle Flamel, Lucius Malfoy, Delphi (Harry Potter), Dolores Umbridge, Peeves (Harry Potter), Lily Evans Potter, Sirius Black, Astoria Greengrass, Minerva McGonagall, Queenie Goldstein, Jacob Kowalski, Original Characters, Voldemort (Harry Potter), Kingsley Shacklebolt, Daphne Greengrass, Charlie Weasley, Molly Weasley, Kreacher (Harry Potter), ",1,2003,212
74,Kinks and Quirks,Naruto,Explicit,"No Archive Warnings Apply, Rape/Non-Con","Yamanaka Ino/Haruno Sakura/Hatake Kakashi, Akatsuki/Haruno Sakura, Inuzuka Kiba/Haruno Sakura, Deidara/Haruno Sakura, Haruno Sakura/Hatake Kakashi, Yamanaka Ino/Deidara, Pein/Konan, Haruno Sakura/Yamato, ","Gangbang, Blindfolds, Dirty Talk, Squirting, Lemon, Oral Sex, Bondage, Rape, ",<generator object Tag._all_strings at 0x000001EB1E49E820>,8,25,"Hatake Kakashi, Yamanaka Ino, Haruno Sakura, Inuzuka Kiba, Pein, Konan, Deidara, Hoshigaki Kisame, Uchiha Itachi, Hidan, ",0,1363,140
75,NILF,Naruto,Mature,Choose Not To Use Archive Warnings,,,<generator object Tag._all_strings at 0x000001EB1E49E7B0>,32,49,"Uzumaki Naruto, Mitarashi Anko, Hyuuga Hinata, Yuuhi Kurenai, Tsunade (Naruto), Shizune (Naruto), Yamanaka Ino, Kin Tsuchi, Tayuya (Naruto), Shion, Ayame (Naruto), Hyuuga Hanabi, Inuzuka Hana, Temari (Naruto), Tenten (Naruto), Inuzuka Tsume, Yugao, Moegi (Naruto), Kazahana Koyuki | Fujikaze Yukie, Konan (Naruto), Tsunami (Naruto), Nii Yugito, Haruno Sakura, ",0,1616,152
76,Reignite the Flame (to burn down the world),Naruto,Teen And Up Audiences,"Choose Not To Use Archive Warnings, Major Character Death","Haruno Sakura & Uchiha Sasuke & Uzumaki Naruto, Hatake Kakashi & Uchiha Obito, Kyuubi | Nine-tails | Kurama & Uzumaki Naruto, Uchiha Fugaku/Uchiha Mikoto, Namikaze Minato/Uzumaki Kushina, ","Alternate Universe - Time Travel, Time Travel Fix-It, breaking all the time travel rules, Time Travel, Canon-Typical Violence, Mild Language, Cute Team 7, Mama Bear Mikoto, Implied/Referenced Child Neglect, Kurama is infected by Naruto's not thinking plans through, He really needs to just not say things around the boy sometimes, he gives him too many ideas, The Sandaime is finally fixing things, Mikoto is on a mission and she's not stopping until she finds her woman, Tsunade is just done with everything and everyone, hurt!Naruto, Emotional Hurt/Comfort, Hurt/Comfort, Angst, let's just blame everything on Danzo, Sensor!Naruto, Siblings are so much fun!, Plot for everyone!, Kurama and Co are done playing, wistful Naruto, Kurama loves his siblings, not that he'll admit it, Chuunin Exams, Kurama is such a smug shit, Grief/Mourning, Shukaku got the short straw, Tsunade is not okay, Info dump of DOOM, Sasuke feels, just let Tsunade retire already, Kage Summit, BAMF Team Kakashi, Kurama has to have the last word, Kurama the drama queen, Konan says FUCK YOU, Obito's no good very bad week, Mild Gore, Madara is like an STI that just keeps coming back, Bijuudama the Jinchuuriki's solution to everything, Sorry Kabuto, Fuuinjutsu, Zetsu's fuckin dead finally, It's done!!!, ",<generator object Tag._all_strings at 0x000001EB1E49E890>,42,500,"Uzumaki Naruto, Uchiha Sasuke, Haruno Sakura, Uchiha Obito, Kyuubi | Nine-tails | Kurama, Uchiha Itachi, Uchiha Fugaku, Uchiha Mikoto, Haruno Mebuki, Haruno Kizashi, Umino Iruka, Yamanaka Ino, Sarutobi Hiruzen, Yamanaka Inoichi, Hyuuga Hiashi, Hatake Kakashi, Uchiha Shisui, Yamato | Tenzou, Shimura Danzou, Shin (Naruto), Sai (Naruto), Shiranui Genma, Namiashi Raidou, ANBU Root, Tatami Iwashi, Yugao, Original Male Character(s), Original Female Character(s), Maito Gai | Might Guy, Tsunade (Naruto), ANBU (Naruto), Zetsu (Naruto), Ichibi | One-tail | Shukaku, Nibi | Two-tails | Matatabi, Yonbi | Four-tails | Son Gokuu, Gobi | Five-tails | Kokuou, Rokubi | Six-tails | Saiken, Nanabi | Seven-tails | Choumei, Hachibi | Eight-tails | Gyuuki, Utatane Koharu, Shizune (Naruto), Mitokado Homura, Inuzuka Tsume, Jiraiya (Naruto), Sanbi | Three-tails | Isobu, Tazuna (Naruto), Tsunami (Naruto), Inari (Naruto), Konan (Naruto), Nagato | Pain, Orochimaru (Naruto), Gaara (Naruto), Temari (Naruto), Kankurou (Naruto), Baki (Naruto), Utakata (Naruto), Karatachi Yagura, Uchiha Madara, Morino Ibiki, Han (Naruto), Roushi (Naruto), Sasori (Naruto), Yakushi Kabuto, Ao (Naruto), Terumi Mei, Uzumaki Kushina, Namikaze Minato, Yondaime Raikage | Fourth Raikage, Oonoki (Naruto), Killer Bee, Yashamaru (Naruto), Mifune (Naruto), ",6,2179,721
77,No Tomorrow,Naruto,Mature,"Graphic Depictions Of Violence, Major Character Death","Uchiha Shisui/?, ","Time Travel, Uchiha Shisui Lives, And He's Coming For Danzo and The Elders, Social revolution, Politics, Worldbuilding, Culture, Found Family, Alternate Universe - Canon Divergence, Team as Family, Fix-It, Clan Politics, Sarutobi you useless cretin, Slow Burn, ",<generator object Tag._all_strings at 0x000001EB1E49E900>,31,929,"Uchiha Shisui, Uchiha Clan, Uchiha Mikoto, Uchiha Itachi, Shiranui Genma, Yamato | Tenzou, Hatake Kakashi, Yamanaka Inoichi, Nara Shikaku, Akimichi Chouza, Various Konoha Shinobi, Uzumaki Naruto, Yamanaka Ino, Uchiha Sasuke, Uchiha Obito, Tobi (Naruto), Akatsuki (Naruto), Orochimaru (Naruto), Namiashi Raidou, ",22,2255,930
78,A Bit of a Surprise,Naruto,Explicit,Underage,"Hatake Kakashi/Uzumaki Naruto, Hatake Kakashi & Uzumaki Naruto, ","Smut, Kakashi's a dirty man, Bottom Uzumaki Naruto, Top Hatake Kakashi, possible underage (18), Alpha Kakashi, Dominance, gender fluidity, Size Kink, Oiroke no Jutsu | Sexy no Jutsu, Dancing, Exhibitionism, a bit - Freeform, Possessiveness, ",<generator object Tag._all_strings at 0x000001EB1E49E9E0>,3,65,"Uzumaki Naruto, Hatake Kakashi, Kyuubi | Nine-tails | Kurama, ",3,3043,770
79,How To Survive The Weirdest Experience Of Your Life,Naruto,Teen And Up Audiences,Graphic Depictions Of Violence,"Namikaze Minato/Uzumaki Kushina, Nohara Rin/Shiranui Genma, One-Sided Nohara Rin/Uchiha Obito, Hatake Kakashi/Uchiha Obito, ","Assorted Characters - Freeform, Post Time Travel Fix-It, Depression, only at first, PTSD, Recovery, Lady Luck Hates Obito, Blatant Abuse of Kamui, Kamui Escape Artist, Unrequited Love Triangle, But they handle it like adults mostly, Obito doesn't know what retired means, Deus Ex Obito, Alternate Universe - Everyone Lives/Nobody Dies, Except the Baddies, Kickass!Obito, Humor, Bitchy!Kakashi, Happy Ending, Fluffy Ending, ",<generator object Tag._all_strings at 0x000001EB1E49EA50>,5,280,"Uchiha Obito, Hatake Kakashi, Nohara Rin, Namikaze Minato, Uzumaki Kushina, Uzumaki Naruto, Uchiha Sasuke, Haruno Sakura, Jiraiya (Naruto), ",1,5798,1138
80,Kurama,Naruto,Teen And Up Audiences,Graphic Depictions Of Violence,"Kyuubi | Nine-tails | Kurama & Uzumaki Naruto, ","Alternate Universe, Crack, silliness, Adventure, The Power of Love and Friendship, Kurama and anger issues, None of these children understand shit about nutrition, Myth and backstory, ",<generator object Tag._all_strings at 0x000001EB1E49EAC0>,18,905,"Kyuubi | Nine-tails | Kurama, Uzumaki Naruto, Uchiha Sasuke, Hatake Kakashi, Sarutobi Hiruzen, Uchiha Itachi, Uchiha Mikoto, Yamanaka Ino, Haruno Sakura, Inuzuka Kiba, ",12,4562,1247
81,Stumble,Naruto,Teen And Up Audiences,Rape/Non-Con,,"Time Travel, Alternate Universe, ",<generator object Tag._all_strings at 0x000001EB1E49EB30>,72,798,"Haruno Sakura, Sasori (Naruto), Uzumaki Naruto, Uchiha Sasuke, Uchiha Itachi, Hatake Kakashi, Morino Ibiki, Shiranui Genma, Hoshigaki Kisame, Gaara (Naruto), ",19,3025,1050
82,dive for dreams,Naruto,Teen And Up Audiences,No Archive Warnings Apply,"Senju Hashirama/Uzumaki Mito, One-sided Senju Hashirama/Uchiha Madara, Senju Tobirama/Uchiha Madara, ","Time Travel, but more of a time loop, only not exactly, Pre-Slash, Angst, Humor, Brother Feels, Fix-It, These bbs break my heart, even if they're assholes, Snark, Tobirama Is Not Amused, oops try again, ",<generator object Tag._all_strings at 0x000001EB1C229350>,3,90,"Senju Tobirama, Uchiha Madara, Senju Hashirama, Uchiha Izuna, Rikudou Sennin | Sage of Six Paths, ",0,5943,1325
83,Somewhere Far from Victory,僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia,Teen And Up Audiences,No Archive Warnings Apply,,"Child Abuse, Child Neglect, Todoroki Enji | Endeavor's Bad Parenting, Rebirth, Post-Traumatic Stress Disorder - PTSD, Panic Attacks, Homophobia, Scars, Friendship, Canon Autistic Character, Kakashi is horrible at emotional vulnerability, ",<generator object Tag._all_strings at 0x000001EB1C2292E0>,10,269,"Todoroki Shouto, Hatake Kakashi, Kouda Kouji, Satou Rikidou, Shouji Mezou, Tokoyami Fumikage, Yamada Hizashi | Present Mic, ",0,5278,998
84,Breaking in the Senju,Naruto,Explicit,Rape/Non-Con,"Senju Tobirama/Uchiha Madara, Senju Tobirama/Uchiha Izuna/Uchiha Madara, Senju Hashirama/Senju Tobirama, Senju Hashirama/Senju Tobirama/Uchiha Izuna/Uchiha Madara, ","Non-Consensual Bondage, Bondage, Plot What Plot/Porn Without Plot, First Time, Multiple Orgasms, Inappropriate Use of Chakra, coming dry, Aphrodisiacs, First Time Blow Jobs, Inappropriate Use of a Kunai, Orgasm Denial, Orgasm Delay/Denial, Forced Orgasm, Overstimulation, Somnophilia, Non-Consensual Somnophilia, Sex Toys, Dildos, Gags, Inappropriate Use of Common Tools, Suspension Bondage, Inappropriate Outfits, Cock Warming, Corsetry, Anal Beads, Nipple Clamps, Blindfolds, Pecker Gags, Sounding, Collars, Ankle Cuffs, Cuffs, Inappropriate Use of Jutsus, Gangbang, Public Blow Jobs, Dry Orgasm, Threesome - M/M/M, Double Penetration, Spitroasting, Spanking, Dirty Talk, Name-Calling, Extremely Dubious Consent, Illustrations, Prostate Massage, Aftercare, stuck in wall, Cock Cages, Come Inflation, Watersports, Begging, Mind Break, Master/Slave, Sexual Slavery, Sexual Roleplay, Roleplay, Incest, Brother/Brother Incest, Dubious Consent, 69 (Sex Position), Hurt/Comfort, Emotional Hurt/Comfort, Angst, emotional breakdown, Foursome - M/M/M/M, Tentacles, Tentacle Sex, Triple Penetration, Don't copy to another site, Уточнять у автора, ",<generator object Tag._all_strings at 0x000001EB1C2293C0>,16,2728,"Senju Tobirama, Uchiha Madara, Uchiha Izuna, ",0,943,219
85,Twist in Time,Naruto,Teen And Up Audiences,Choose Not To Use Archive Warnings,"Uchiha Sasuke & Uzumaki Naruto, Nara Shikamaru/Uzumaki Naruto, Haruno Sakura & Uzumaki Naruto, Konoha 12 & Uzumaki Naruto, Nara Shikamaru & Uzumaki Naruto, Haruno Sakura/Uchiha Sasuke, Various Characters/Sudden Character Development, ","BAMF Uzumaki Naruto, Time Travel, Alternate Universe - Canon Divergence, Uchiha Sasuke & Uzumaki Naruto Friendship, Strong Haruno Sakura, Fights, Angst and Humor, Bad Humor, Contains graphic fuck-ups by the author, Read at Your Own Risk, Pre-Slash, Pre-Relationship, ",<generator object Tag._all_strings at 0x000001EB1C229430>,40,872,"Uzumaki Naruto, Uchiha Sasuke, Haruno Sakura, Hatake Kakashi, Sarutobi Hiruzen, Nara Shikamaru, Konoha 12, Yamanaka Inoichi, Uchiha Itachi, ",3,2307,523
86,Dinner with the Special Assassination and Tactical Squad,Naruto,Not Rated,Choose Not To Use Archive Warnings,"Hatake Kakashi/Umino Iruka, ","A lot of ANBU, Iruka used to be a troublemaker, What if Kakashi wasn't famous, ",<generator object Tag._all_strings at 0x000001EB1C2294A0>,1,168,"Umino Iruka, Hatake Kakashi, Shiranui Genma, Yamato | Tenzou, Nohara Rin, Mitarashi Anko, ANBU, Ensemble, ",3,5958,1607
87,To Be Lost on the Road of Life,Naruto,Teen And Up Audiences,"No Archive Warnings Apply, Graphic Depictions Of Violence",,"Time Travel, Alternate Universe - Time Travel, Friendship, Drama, Adventure, Angst with a Happy Ending, Humor, POV Alternating, Suspicion sucks, But it's a necessary evil, Almost Erringly Slow Plot Progression, Obito is stubborn to a fault, ",<generator object Tag._all_strings at 0x000001EB1C229510>,31,285,"Uchiha Obito, Namikaze Minato, Nohara Rin, Hatake Kakashi, Uzumaki Kushina, Kyuubi | Nine-tails | Kurama, Uchiha Itachi, Uchiha Fugaku, Uchiha Shisui, ",0,2694,904
88,Naruto's secret training,Naruto,Explicit,Underage,"Uchiha Sasuke/Uzumaki Bolt/Uzumaki Naruto, Uzumaki Bolt/Uzumaki Naruto, Uchiha Sarada/Uzumaki Bolt, NaruSasu, SasuNaru, Uchiha Sasuke/Uzumaki Naruto, Uchiha Sasuke/Uzumaki Boruto, ","Smut, Father/Son Incest, Semi-Public Sex, Shota, Yaoi, Incest, Teacher-Student Relationship, Daddy Issues, Oral Sex, Anal Sex, Rimming, Foursome - F/M/M/M, Parent/Child Incest, NaruSasu Day, NaruSasu - Freeform, SasuNaru Day, SasuNaru - Freeform, Penis In Vagina Sex, Vaginal Sex, Plot What Plot/Porn Without Plot, One Shot, Daddy Kink, Content approved by S.C.A.R., ",<generator object Tag._all_strings at 0x000001EB1C2295F0>,1,155,"Uzumaki Naruto, Uzumaki Bolt, Uchiha Sarada, Uchiha Sasuke, ",1,549,58
89,Because team-work will get us farther,Naruto,Mature,Graphic Depictions Of Violence,"Hatake Kakashi/Uchiha Obito, Haruno Sakura/Uchiha Sasuke/Uzumaki Naruto, Namikaze Minato/Uzumaki Kushina, Dai-nana-han | Team 7 & Hatake Kakashi, Dai-nana-han | Team 7 & Uchiha Obito, ","Time Travel Fix-It, Team as Family, Team Jinchuuriki, BAMF Dai-nana-han | Team 7 (Naruto), Uzumaki Naruto deserves nice things, BAMF Minato, BAMF Uzumaki Kushina, Politics, Namikaze Minato scares people with a smile, ",<generator object Tag._all_strings at 0x000001EB1C229660>,40,442,"Uzumaki Naruto, Uchiha Sasuke, Haruno Sakura, Bijuu | Tailed Beasts (Naruto), Gaara (Naruto), Killer Bee, Nii Yugito, Karatachi Yagura, Han (Naruto), Roushi (Naruto), Fuu (Naruto), Utakata (Naruto), Hatake Kakashi, Uchiha Obito, Uchiha Itachi, Akatsuki (Naruto), Namikaze Minato, Uzumaki Kushina, Uzumaki Karin, Original Uzumaki Character(s), Nagato | Pain, Konan (Naruto), Yahiko (Naruto), Tsunade (Naruto), Jiraiya (Naruto), Orochimaru (Naruto), ",6,2099,530
90,find your way by moonlight,Naruto,Explicit,Choose Not To Use Archive Warnings,"Hatake Kakashi/Uchiha Obito, Uchiha Madara/Uchiha Obito, Hatake Sakumo/Orochimaru, Maito Gai | Might Guy/Yamashiro Aoba/Hoshigaki Kisame, Uchiha Obito & Hoshigaki Kisame, Namikaze Minato/Shiranui Genma, Uchiha Mikoto/Uzumaki Kushina, Senju Tobirama/Uchiha Kagami, ","Alternate Universe - Vampire, Alternate Universe - Supernatural Elements, Rape/Non-con Elements, relating to the MadaObi, Strong Dub-Con Warning, Unhealthy Relationships, again relating to the MadaObi, Friendship, Humor, Angst, Rescue Missions, kind of, Mistaken Identity, Dogs fix everything, and so do hugs, and sex, Anal Sex, Bloodplay, can't have vampires without at least some bloodplay, what am I doing oh my god, the shitty vampire au no one wanted, Abandoned Work - Unfinished and Discontinued, ",<generator object Tag._all_strings at 0x000001EB1C2296D0>,31,1083,"Uchiha Obito, Hatake Kakashi, Uchiha Madara, Yamashiro Aoba, Namikaze Minato, Hatake Sakumo, Orochimaru (Naruto), Hoshigaki Kisame, Uchiha Naka, Nohara Rin, Hatake Kakashi's Ninken, Shiranui Genma, Uzumaki Kushina, Uchiha Mikoto, Maito Gai | Might Guy, ",0,4408,757
91,Naruto and the Perverted Monster,Naruto,Explicit,"Rape/Non-Con, Underage","Naruto/Tentacle Monster, ","Tentacles, Tentacle Sex, Extremely Underage, Cock & Ball Torture, Nipple Torture, Plot What Plot/Porn Without Plot, Shota, Hurt Naruto, Tentacle Rape, Anal Sex, Tortured boys, Naruto enjoys it a tiny bit but this is very much non-con, Urethral Play, Dry Orgasm, ",<generator object Tag._all_strings at 0x000001EB1C229740>,1,17,"Uzumaki Naruto, Tentacle Monster, ",0,1025,88
92,Anime Imagines,僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia,Explicit,Choose Not To Use Archive Warnings,,"Fanon, head canon, head fanon, NSFW, Smut, Fluff and Smut, Fluff, sfw, ",<generator object Tag._all_strings at 0x000001EB1C2297B0>,26,42,,0,821,36
93,Cohabitation,Naruto,General Audiences,Choose Not To Use Archive Warnings,"Uchiha Sasuke/Uzumaki Naruto, ",,<generator object Tag._all_strings at 0x000001EB1C229820>,1,145,"Uchiha Sasuke, ",4,7172,1277
94,Don't Give Up Your Ghost,Naruto,Explicit,Graphic Depictions Of Violence,"Hatake Kakashi/Uzumaki Naruto, Namikaze Minato/Uzumaki Kushina, ","Time Travel, Time Travel Fix-It, Sort Of, Angst, Angst with a Happy Ending, probably, naruto is 21, this isn't super original probably but im trying, Slow Burn, BAMF Uzumaki Naruto, BAMF Hatake Kakashi, Dimension Travel, dimension hopping, Panic Attacks, Post-Traumatic Stress Disorder - PTSD, naruto has seen some shit, and feels a lot of things, rated m for blood and swearing more than anything, it takes 20 chapters for them to kiss type slow burn, the last chapter is smut, just a little extra spice for the ending, Podfic Welcome, ",<generator object Tag._all_strings at 0x000001EB1C229890>,41,508,"Uzumaki Naruto, Hatake Kakashi, Namikaze Minato, Shiranui Genma, Jiraiya (Naruto), Yuuhi Kurenai, Sarutobi Asuma, Tsunade (Naruto), Uchiha Sasuke, Uchiha Itachi, Uchiha Madara, Uchiha Obito, Akatsuki (Naruto), everyone really, Nagato | Pain, Konan (Naruto), ",3,3123,754
95,The Importance of Aiming,Naruto,Teen And Up Audiences,No Archive Warnings Apply,"Haruno Sakura/Uchiha Sasuke/Uzumaki Naruto, Uchiha Sasuke/Uzumaki Naruto, Haruno Sakura/Uchiha Sasuke, Haruno Sakura/Uzumaki Naruto, ","Crack, Time Travel, Fix-It, (kind of), Humor, Drunken Shenanigans, i love that that's a tag, Dai-nana-han | Team 7 (Naruto)-centric, Friendship, OT3, Bodyswap, Faint Traces of Angst, what do you expect, it's Naruto, I'm honestly sort of sorry, Fourth Wall Denting, ",<generator object Tag._all_strings at 0x000001EB1C229900>,1,186,"Haruno Sakura, Uzumaki Naruto, Uchiha Sasuke, Kyuubi | Nine-tails | Kurama, Dai-nana-han | Team 7 (Naruto), ",0,7663,1198
96,Just the Usual Habits,Naruto,General Audiences,No Archive Warnings Apply,,"time-travel, Humour, Kakashi's having fun, Slight hurt/comfort in the end, Kakashi saves his father, Five-year-old Kakashi, ",<generator object Tag._all_strings at 0x000001EB1C2299E0>,1,148,"Hatake Kakashi, Hatake Sakumo, Jiraiya (Naruto), ",0,11043,2365
97,The sweetest of words,Naruto,Teen And Up Audiences,No Archive Warnings Apply,"Jiraiya/Orochimaru (Naruto), Namikaze Minato/Uzumaki Kushina, Hatake Kakashi/Uchiha Obito, ","Time Travel, Grief/Mourning, Angst with a Happy Ending, Fluff, And violence, isn't it lovely how Naruto can have both?, Fix-It, Orochimaru is tricksy, Discussions of Sociopathy, lots of plotting, Mentor & Students, Family Feels, ",<generator object Tag._all_strings at 0x000001EB1C229AC0>,1,79,"Orochimaru (Naruto), Hatake Kakashi, Namikaze Minato, Nohara Rin, Uzumaki Kushina, Sarutobi Hiruzen, Uchiha Obito, ",0,5748,397
98,want to see your animal side,Naruto,Explicit,Choose Not To Use Archive Warnings,"Hatake Kakashi/Momochi Zabuza, Kakuzu/Senju Hashirama/Uzumaki Mito, ","Alternate Universe - Canon Divergence, Porn With Plot, Arranged Marriage, Accidental Marriage, both at once but also neither, Clan Politics, Worldbuilding, worldbuilding to go along with your porn, Animal Traits, as in clans have them, Spirits, Fix-It of Sorts, headcanons, Crack Treated Seriously, Rough Sex, Marking, Abandoned Work - Unfinished and Discontinued, ",<generator object Tag._all_strings at 0x000001EB1C229A50>,23,1040,"Hatake Kakashi, Momochi Zabuza, Haku (Naruto), Uzumaki Naruto, Haruno Sakura, Uchiha Sasuke, Dai-nana-han | Team 7 (Naruto), Shiranui Genma, Terumi Mei, Yamashiro Aoba, Orochimaru (Naruto), Kakuzu (Naruto), Uzumaki Mito, ",0,4353,712
99,The Perks Of Being Hokage,Naruto,Explicit,No Archive Warnings Apply,"Shizune/Uzumaki Naruto, Haruno Sakura/Uzumaki Naruto, Uzumaki Naruto/Yamanaka Ino, Tenten/Uzumaki Naruto, Temari/Uzumaki Naruto, Hyuuga Hinata/Uzumaki Naruto, Tsunade/Uzumaki Naruto, Haruno Sakura/Tsunade, Karui/Uzumaki Naruto, Kurotsuchi/Uzumaki Naruto, ","Cheating, Creampie, Office Sex, Doggy Style, Blow Jobs, Public Blow Jobs, Large Breasts, Deepthroating, Cowgirl Position, Harems, Anal Sex, Spanking, Choking, Missionary Position, Rough Sex, Breast Fucking, Hot Springs & Onsen, Married Couple, Married Sex, Threesome - F/F/M, Smut, Kage Bunshin | Shadow Clones, Gangbang, Bukkake, Under-Desk Blow Jobs, Nurses, Desk Sex, ",<generator object Tag._all_strings at 0x000001EB1C229BA0>,2,13,"Uzumaki Naruto, Shizune (Naruto), Haruno Sakura, Yamanaka Ino, Tenten (Naruto), Temari (Naruto), Hyuuga Hinata, Tsunade (Naruto), Kurotsuchi (Naruto), Karui (Naruto), ",0,452,166
